quest_id,venue_id,partner_id,slug,title,description,category,difficulty,xp_reward,points_reward,estimated_time,quest_objective,action_prompt,hero_image_url,website_url,reviews_url,reviews_source,socials_url,socials_source,qr_code,qr_destination_url,status
46d7501e-7aca-586d-a099-b8af0607d8e0,f297d4f8-9526-5c0d-9c43-c3dba53079a4,34dbd889-65bc-584c-84e8-4ccd262de7da,dasher-and-crank-wynwood,The Dasher & Crank Riddle,The name is a riddle: what do a 'dasher' and a 'crank' have in common? Walk into this Wynwood shop and the answer becomes deliciously obvious.,food,easy,50,25,5–10 min,Find Dasher & Crank on NW 2nd Ave and solve the name — the menu board is a good place to start. Photograph your evidence.,"Guess the answer out loud before you walk in, then grade yourself at the counter.",,https://dasherandcrank.com/,https://www.google.com/maps/search/?api=1&query=Dasher+%26+Crank+2211+NW+2nd+Ave+Miami+FL,google,https://www.instagram.com/dashercrank/,other,DASHER-AND-CRANK-WYNWOOD,/q/46d7501e-7aca-586d-a099-b8af0607d8e0,active
f83fafee-9d6f-5c55-99f2-cf2df2fa9c51,ce80b621-f3a6-5010-86f2-5e110dd54c14,63bbc92f-9faa-55d5-b68a-0ac653f0ad1c,midorie-coconut-grove,Lost in the Grove,'Midori' is Japanese for green — and this Main Highway spot sits in Miami's greenest neighborhood. Step inside and decide for yourself whether the name fits.,hidden_gem,easy,50,25,5–10 min,Find Midorie on Coconut Grove's Main Highway and photograph the greenest corner you can find.,Give your photo an art-gallery title and announce it out loud.,,https://www.midoriemiami.com/,https://www.google.com/maps/search/?api=1&query=Midorie+Miami+3444+Main+Hwy+Miami+FL,google,https://www.instagram.com/midorie_miami/,other,MIDORIE-COCONUT-GROVE,/q/f83fafee-9d6f-5c55-99f2-cf2df2fa9c51,active
bf8555e0-2c49-5b14-bba9-362bd12273e8,89561c5f-7ce2-5d91-8999-50cc258c7d08,042a4a79-469b-55b5-b06a-ec5d012aa167,the-corner-downtown,Meet Me at The Corner,A Park West bar that's exactly what it says on the sign. Downtown's night crowd has been meeting at this corner of N Miami Ave for years — now it's your turn.,nightlife,medium,150,75,10–15 min,"Post up at The Corner and capture proof you found it — the sign, the room, or your spot at the bar.",Raise whatever you're holding and toast 'to the Corner.' Water counts.,,https://www.thecornermiami.com/,https://www.google.com/maps/search/?api=1&query=The+Corner+1035+N+Miami+Ave+Miami+FL,google,https://www.instagram.com/thecornermiami/,other,THE-CORNER-DOWNTOWN,/q/bf8555e0-2c49-5b14-bba9-362bd12273e8,active
aecdaf4a-c974-5246-86d4-0bb90b1de150,97c2c829-1eba-53c0-84e4-f02dfd40ef40,a29163be-6b51-5842-9d44-b0d0deb646f6,miam-cafe-wynwood,Say 'Miam','Miam' is French for 'yum' — the entire mission statement in four letters. Find the Wynwood café that named itself after the sound you make when the plate arrives.,food,easy,50,25,5–10 min,Find Miam Café and photograph the thing on the menu that makes you go 'miam.',Actually say 'miam' out loud when you spot it. It's the law of the quest.,,https://www.miamcafe.com/,https://www.google.com/maps/search/?api=1&query=Miam+Cafe+2750+NW+3rd+Ave+Miami+FL,google,https://www.instagram.com/miam.cafe/,other,MIAM-CAFE-WYNWOOD,/q/aecdaf4a-c974-5246-86d4-0bb90b1de150,active
fb12d6c3-465f-5130-9aa9-d06d87e2a182,bc413e35-329b-5329-ad1e-f2a22d5cf2e4,6c739246-f141-592a-b037-fa7e59f617cc,el-carajo-coral-way,Fill Up on Tapas,"From the street it's a working Mobil gas station. Inside, since 1981, it's been a Spanish tapas and wine destination. This is the most Miami plot twist on Coral Way — and one of the city's great hidden doors.",hidden_gem,medium,150,75,10–15 min,Walk past the gas pumps and find the tapas-and-wine restaurant hiding inside. Photograph the exact spot where gas station turns into Spain.,"Text a friend 'I'm at a gas station,' then send your photo with zero explanation.",,https://el-carajo.com/,https://www.google.com/maps/search/?api=1&query=El+Carajo+2465+SW+17th+Ave+Miami+FL,google,https://www.instagram.com/theelcarajo/,other,EL-CARAJO-CORAL-WAY,/q/fb12d6c3-465f-5130-9aa9-d06d87e2a182,active
35d5c752-ef36-5b64-a47c-b5f49a66a340,e18a2c1e-1f8a-5d9d-99ff-0484a375fa60,0c17f4b2-fe1e-5e95-8790-628c66f31a5a,pasion-del-cielo-brickell,Heaven on Brickell,"The name means 'passion of heaven,' and it sits in the middle of Brickell's canyon of glass towers. Duck out of the financial district for ten minutes of the good stuff.",food,easy,50,25,5–10 min,Find Pasión del Cielo on Brickell Ave and photograph its name where it appears — then add your own translation.,Salute the sky as you walk in. El cielo will understand.,,https://www.pasiondelcielo.com/,https://www.google.com/maps/search/?api=1&query=Pasion+del+Cielo+Coffee+907+Brickell+Ave+Miami+FL,google,https://www.instagram.com/pasiondelcielocoffee/,other,PASION-DEL-CIELO-BRICKELL,/q/35d5c752-ef36-5b64-a47c-b5f49a66a340,active
2ef644f5-f352-5856-a454-47070ed877f8,fbca77fb-abae-5c1a-9a15-2ccaa331a278,94351bfa-6108-526e-afc3-cdf02a54a8a2,wynwood-walls,Walls That Talk,An open-air museum where the galleries have no ceilings and the canvases are entire buildings. Timed entry tickets get you in the gates — curiosity does the rest.,art,medium,150,75,15–20 min,"Wander the outdoor galleries and find the mural that stops you mid-step. Photograph it, and hunt down the artist's name.","Match your pose to the mural. Yes, exactly like that.",,https://thewynwoodwalls.com/,https://www.yelp.com/biz/wynwood-walls-miami,yelp,https://www.instagram.com/wynwoodwallsofficial/,other,WYNWOOD-WALLS,/q/2ef644f5-f352-5856-a454-47070ed877f8,active
b66e6390-cdbf-5b91-a613-def6cb716e0d,be92a4e5-2635-5364-8ada-a5e99d0fdd0a,499e378f-6144-5a1a-878d-b9c8193b3544,perez-art-museum-miami,Art on the Bay,"PAMM sits at the water's edge of Maurice A. Ferré Park, next door to the Kaseya Center. Inside: contemporary art. Outside: Biscayne Bay doing its best to compete with it.",art,medium,150,75,15–20 min,Find the one artwork inside PAMM you'd hang at home — then find the bay view and decide which one wins.,Leave a one-word review of your favorite piece in your Community Note.,,https://www.pamm.org/,https://www.yelp.com/biz/p%C3%A9rez-art-museum-miami-miami-7,yelp,https://www.instagram.com/pamm/,other,PEREZ-ART-MUSEUM-MIAMI,/q/b66e6390-cdbf-5b91-a613-def6cb716e0d,active
26fad17b-865f-558e-a355-5c025c4ce02a,defa0c13-d01c-5168-95ff-c256afb9a06b,df3058d3-c3a4-5322-bdf2-2c5ed6bb64f8,ica-miami,"Free Art, Big Ideas","A contemporary art museum in the Design District where admission is always free — and the museum is growing into the buildings next door. Zero dollars, maximum strangeness.",art,medium,150,75,15–20 min,"Walk in (it's free), explore a floor, and photograph the most wonderfully strange thing you find — where photos are allowed.","Later, describe that piece to a friend in exactly five words.",,https://icamiami.org/,https://www.yelp.com/biz/institute-of-contemporary-art-miami-miami-2,yelp,https://www.instagram.com/icamiami/,other,ICA-MIAMI,/q/26fad17b-865f-558e-a355-5c025c4ce02a,active
1289e7fc-a10a-5f27-abda-c1e52cc67b09,421f85f6-07e7-5392-8ef6-ded4d17e1021,617044a3-282a-5211-bf44-49065ab56969,bachour-coral-gables,The Pastry Michelin Knows,Chef Antonio Bachour's Coral Gables bakery-restaurant carries a Michelin Bib Gourmand — the guide's nod for cooking that seriously over-delivers. The pastry display is the gallery; you're the jury.,food,easy,50,25,5–10 min,Find Bachour on Salzedo St and photograph the pastry display — then pick the one you'd personally award a star.,Announce your winner with a full chef's kiss. Mwah.,,https://antoniobachour.com/,https://www.yelp.com/biz/bachour-coral-gables,yelp,https://www.instagram.com/bachourmiami/,other,BACHOUR-CORAL-GABLES,/q/1289e7fc-a10a-5f27-abda-c1e52cc67b09,active
f0fcafb0-90d7-54aa-84e4-1532ed7f1801,5cfc815f-9a61-529e-9c82-e27c7a4be290,5474f431-39f5-5368-ae3c-087317e8bafb,temple-house-south-beach,Deco in Disguise,Architect L. Murray Dixon built this South Beach landmark in 1933; today it's a private event space hiding on quiet Euclid Avenue. You can't wander inside uninvited — but the Art Deco facade belongs to everyone.,culture,easy,50,25,5–10 min,Find the 1933 Temple House on Euclid Ave and photograph its Art Deco facade from the sidewalk.,Frame your shot like a 1930s postcard. Caption it 'Greetings from Miami Beach.',,https://thetemplehouse.com/,https://www.yelp.com/biz/the-temple-house-miami-beach,yelp,https://www.instagram.com/thetemplehouse/,other,TEMPLE-HOUSE-SOUTH-BEACH,/q/f0fcafb0-90d7-54aa-84e4-1532ed7f1801,active
fc2b6028-5ab4-5b0d-897b-b2a91baadbf9,316c048c-ce1c-53a7-a3d3-59ccaa896e5e,856c13bf-067d-51ad-b3d0-90a47254fead,e11even-miami,The Club That Never Sleeps,"A 24-hour ultraclub ranked among the best on the planet — Downtown Miami's round-the-clock heartbeat. Whatever hour you arrive, you're on time. 21+ only.",nightlife,medium,150,75,10–20 min,"Make it to E11EVEN — any hour works, it never closes — and capture proof you found Miami's 24-hour ultraclub.",Caption your photo with the exact time you were there. Sunrise entries earn eternal respect.,,https://www.11miami.com/,https://www.yelp.com/biz/e11even-miami-4,yelp,https://www.instagram.com/11miami/,other,E11EVEN-MIAMI,/q/fc2b6028-5ab4-5b0d-897b-b2a91baadbf9,active
a8f2d4f3-8541-55f8-9972-60574a392f48,0f54cfae-e204-56cc-adbe-ce3ebbb828fc,7822bca9-8c50-549d-8a93-a8cee544a19d,sugar-rooftop-east-miami,Forty Floors Up,Ride to the 40th floor of EAST Miami and step into a Balinese-inspired rooftop garden floating over Brickell. Up here the skyline isn't the backdrop — it's the whole show.,nightlife,medium,150,75,10–20 min,Reach Sugar on EAST Miami's 40th floor and capture the Brickell skyline from the rooftop.,Point at the tallest tower you can see and calmly claim it as your future office.,,https://www.easthotels.com/en/miami/restaurants-and-bars/sugar/,https://www.yelp.com/biz/sugar-miami-2,yelp,https://www.instagram.com/sugar.rooftop/,other,SUGAR-ROOFTOP-EAST-MIAMI,/q/a8f2d4f3-8541-55f8-9972-60574a392f48,active
e80da8a5-6380-505e-9246-d6fa2f2af0a4,11b2fa14-eb93-5809-b4ef-73be47f08d91,ab1faa46-f085-5e74-96b1-13091b98a1e6,lagniappe-house-midtown,A Little Something Extra,"'Lagniappe' is an old Louisiana word for a little unexpected bonus — and this award-winning wine bar and jazz house on the Wynwood-Edgewater border lives up to it, all the way to the garden out back.",nightlife,medium,150,75,15–20 min,"Explore the house, find the garden, and settle in. Photograph your spot.",Use 'lagniappe' in a sentence on your way out. Bonus points if it lands naturally.,,http://www.lagniappehouse.com/,https://www.yelp.com/biz/lagniappe-miami-3,yelp,https://www.instagram.com/lagniappehouse/,other,LAGNIAPPE-HOUSE-MIDTOWN,/q/e80da8a5-6380-505e-9246-d6fa2f2af0a4,active
c7725659-24d7-51eb-ba92-468c2622bbce,0ec8d3e2-bb74-5eef-94f4-e6c6f6c6f9ea,7fe7ecdd-5738-50cf-b188-9dd31c746ba4,dantes-hifi-wynwood,Drop the Needle,"A vinyl listening bar in Wynwood where the records are the headliner. This is nightlife at 33⅓ RPM: sit down, tune in, and let someone else's crates change your taste.",nightlife,medium,150,75,15–20 min,Find Dante's HiFi and stay through at least one full song with your phone down. Then capture one discreet photo of the night.,Drop the song that was playing into your Community Note — future adventurers will thank you.,,https://danteshifi.com/,https://www.yelp.com/biz/dantes-hifi-miami,yelp,https://www.instagram.com/danteshifi/,other,DANTES-HIFI-WYNWOOD,/q/c7725659-24d7-51eb-ba92-468c2622bbce,active
7d118a13-e2cd-5075-aa27-6bfe755b95c6,d3be2ff4-dd15-59a7-bae7-2d5e66849ce7,4419365c-e6be-59ab-b81a-8c46e679f909,superblue-miami,Step Inside the Art,"In Allapattah, directly across from the Rubell Museum, Superblue trades picture frames for entire rooms. You don't look at this art — you walk into it.",art,medium,150,75,15–20 min,Lose yourself in an immersive room and photograph the moment reality bends.,Take one photo where it's genuinely impossible to tell which way is up.,,https://www.superblue.com/,https://www.yelp.com/biz/superblue-miami-miami-2,yelp,https://www.instagram.com/superbluemiami/,other,SUPERBLUE-MIAMI,/q/7d118a13-e2cd-5075-aa27-6bfe755b95c6,active
5a677ae0-ca95-55d4-9795-13c09141303a,6eb2e4f0-ff69-5f26-8191-1bb8382cef34,f34c4834-f4f2-558a-b365-02eb6494393c,standard-spa-miami-beach,Island of Calm,"An adults-only spa hideaway on Belle Isle, floating between Miami and Miami Beach. The quest is the journey: leave the mainland pace behind and find the island where wellness is the whole point.",fitness,medium,150,75,10–15 min,Make your way onto Belle Isle and find the entrance to The Standard. Photograph your arrival.,"Take one deep, dramatic spa breath at the entrance. In through the nose. You've earned it.",,https://www.standardhotels.com/miami/properties/miami-beach,https://www.yelp.com/biz/the-standard-spa-hotel-miami-beach,yelp,https://www.instagram.com/thestandardmiami/,other,STANDARD-SPA-MIAMI-BEACH,/q/5a677ae0-ca95-55d4-9795-13c09141303a,active
fb79ddde-85fd-521c-a354-0dd4a144a96f,42b31588-7629-5b8c-983b-3067c04f657f,8397b449-800f-5c57-b5b3-c492219c5e57,komodo-brickell,Dragon Hunting in Brickell,"Named after the world's largest lizard and built to match, Komodo is Brickell dining at full spectacle. Come see why this corner of Brickell Avenue roars.",food,medium,150,75,10–15 min,Track down Komodo on Brickell Ave and photograph the boldest detail of the space you can find.,Work your subtlest dragon impression into the photo. Subtle. We mean it.,,https://komodomiami.com/,https://www.google.com/search?q=Komodo+Miami+Brickell+reviews,google,https://www.instagram.com/komodomiami/,other,KOMODO-BRICKELL,/q/fb79ddde-85fd-521c-a354-0dd4a144a96f,active
307c71dc-ad8e-546a-89b3-7327c535d063,cfb6485e-3772-5d94-82bc-64fa0865d54d,b7dec364-dff7-5da4-a66c-b8b127afe2dc,joia-beach-watson-island,Island Detour,"Watson Island hides in plain sight between Downtown and South Beach — and Joia Beach is its shoreline reward. Cross the water, slow down, and catch the skyline from the sand side.",outdoors,medium,150,75,10–20 min,Find your way onto Watson Island and capture the Miami skyline from Joia Beach.,Shoes off for the photo. Mandatory? No. Correct? Absolutely.,,https://joiabeachmiami.com/,https://www.google.com/search?q=Joia+Beach+Miami+reviews,google,https://www.instagram.com/joiabeach/,other,JOIA-BEACH-WATSON-ISLAND,/q/307c71dc-ad8e-546a-89b3-7327c535d063,active
125eb697-a516-549b-a97c-14829ae553c7,c30b0989-aeab-5535-bf9a-00f0f92d28c8,af6b0db8-0e00-5f33-8e85-870f037269a4,sexy-fish-brickell,Something's Fishy,"With a name like Sexy Fish, subtlety was never the plan. This Brickell dining room goes all-in on glamour — come see how deep the theme swims.",food,medium,150,75,10–15 min,Step into Sexy Fish on S Miami Ave and photograph the most extravagant detail you can find. There are contenders.,Name your photo like a perfume ad and share the title with your table.,,https://sexyfishmiami.com/,https://www.google.com/search?q=Sexy+Fish+Miami+reviews,google,https://www.instagram.com/sexyfishmiami/,other,SEXY-FISH-BRICKELL,/q/125eb697-a516-549b-a97c-14829ae553c7,active
93a9ffe4-4e23-52b4-bb65-48ec6a292592,04a443e2-13f5-5c44-b438-41d6ca8d957c,b3e6fae9-38f7-52e0-a4c3-17d2e88ef2f9,the-bass-south-beach,Bass Notes,Miami Beach's contemporary art museum holds down Collins Park a couple of blocks from the sand. Ocean Drive gets the postcards; The Bass gets the ideas.,art,medium,150,75,15–20 min,"Explore The Bass and photograph two things: one artwork, and one detail of the building itself.",Give your favorite piece a one-word title and drop it in your Community Note.,,https://thebass.org/,https://www.google.com/search?q=The+Bass+Museum+Miami+Beach+reviews,google,https://www.instagram.com/thebassmoa/,other,THE-BASS-SOUTH-BEACH,/q/93a9ffe4-4e23-52b4-bb65-48ec6a292592,active
e31072cf-e83b-5c36-8254-55a69d2bd500,e2f43f10-1882-5b1c-a43a-453ba03fcdc7,d7487d41-d93b-5ef5-ba8a-381866d6b5a0,ball-and-chain-little-havana,Calle Ocho After Dark,"On Calle Ocho, in the heart of Little Havana, Ball & Chain is where the neighborhood turns the volume up. Some bars you visit; this one you feel.",nightlife,medium,150,75,15–20 min,Find Ball & Chain on SW 8th Street and capture the moment that feels most alive.,Let your shoulders do a little salsa on the way in. Resistance is futile.,,https://ballandchainmiami.com/,https://www.google.com/search?q=Ball+and+Chain+Miami+reviews,google,https://www.instagram.com/ballandchainmia/,other,BALL-AND-CHAIN-LITTLE-HAVANA,/q/e31072cf-e83b-5c36-8254-55a69d2bd500,active
1bc37699-6441-5d08-8919-5e8862c51266,6b7bfbce-d54d-5bae-a404-a3556226af26,919575e4-6804-5009-88a5-7deb8ee68e11,rubell-museum-allapattah,The Collectors' Warehouse,One family's contemporary art collection grew until it needed its own museum in Allapattah — right across the street from Superblue. Wander it like the world's most serious garage sale.,art,medium,150,75,15–20 min,Explore the Rubell and find the artwork you'd smuggle home if no one were watching. Photograph it legally instead.,Estimate its price out loud. Then add three zeros.,,https://rubellmuseum.org/,https://www.google.com/search?q=Rubell+Museum+Miami+reviews,google,https://www.instagram.com/rubellmuseum/,other,RUBELL-MUSEUM-ALLAPATTAH,/q/1bc37699-6441-5d08-8919-5e8862c51266,active
5cb22f72-5dd3-526f-9ef4-63e9926b1f0f,e3b25e07-5c7f-5eb7-89ee-4484b4896fb5,cc5bcf3c-8768-582d-9857-4b8bd0521b32,brickell-city-centre,The Vertical City,"A shopping city stacked into the middle of Brickell, and still growing — its busiest month on record was as recent as April 2025. The stores are the excuse; the architecture is the reason.",shopping,easy,50,25,10–15 min,Explore Brickell City Centre's levels and photograph the view where the architecture steals the show from the shops.,Window-shop one store wildly outside your budget with complete confidence.,,https://brickellcitycentre.com/,https://www.google.com/search?q=Brickell+City+Centre+Miami+reviews,google,https://www.instagram.com/brickellcitycentre/,other,BRICKELL-CITY-CENTRE,/q/5cb22f72-5dd3-526f-9ef4-63e9926b1f0f,active
77ea42de-fedb-5fbd-a6a1-a84449b9d87c,f752f8f9-7f21-5823-acbd-9bc90363535f,a8368acf-f984-5d35-bd3a-c283875d5706,bayside-marketplace,Where Downtown Meets the Bay,"Downtown's waterfront marketplace, where the shopping ends at the edge of Biscayne Bay. Skip the mall part first — go straight to the water and work backwards.",shopping,easy,50,25,10–15 min,"Find the spot where Bayside meets the bay and capture the water, boats and skyline in one frame.","Wave at a passing boat. If they wave back, it counts double.",,https://baysidemarketplace.com/,https://www.google.com/search?q=Bayside+Marketplace+Miami+reviews,google,https://www.instagram.com/baysidemarketplace/,other,BAYSIDE-MARKETPLACE,/q/77ea42de-fedb-5fbd-a6a1-a84449b9d87c,active
7c60b065-a84e-58da-8f06-a3f4587a8cfa,53c6867a-1cd4-5474-b0b5-d72e6d52b27a,8723bb30-c43e-5dd1-9c7b-a55541c17b41,1800-lucky-wynwood,Six Ways Lucky,"Miami's first Asian food hall: 10,000 square feet in Wynwood holding six kitchens under one roof. One address, six chances your night improves.",food,medium,150,75,10–15 min,Walk the full hall and find all six food concepts. Photograph the counter or dish you'd try first.,Spin once on your heel and let fate point you to a counter.,,https://1800lucky.com/,https://www.google.com/search?q=1-800-Lucky+Wynwood+Miami+reviews,google,https://www.instagram.com/1800lucky/,other,1800-LUCKY-WYNWOOD,/q/7c60b065-a84e-58da-8f06-a3f4587a8cfa,active
3f5adf54-783c-5f9d-b1a5-0816fbea53ef,97c960d0-55e2-5fcf-be27-e5c1dc78f58d,fd491c98-f9f9-55df-bdd2-524064c0cf50,lummus-park-south-beach,Postcard Row,"Seventy-four acres of oceanfront park running along Ocean Drive through the Art Deco Historic District. Palms on one side, pastel architecture on the other — the most photographed stretch of Miami Beach, waiting for your version.",outdoors,easy,50,25,10–15 min,Walk the stretch where Lummus Park's palms meet the Art Deco skyline and capture the most Miami photo possible.,Add a flamingo pose. One leg. You know the one.,,https://www.miamibeachfl.gov/city-hall/parks-and-recreation/parks-facilities-directory/lummus-park/,https://www.google.com/search?q=Lummus+Park+Miami+Beach+reviews,google,https://www.instagram.com/cityofmiamibeach/,other,LUMMUS-PARK-SOUTH-BEACH,/q/3f5adf54-783c-5f9d-b1a5-0816fbea53ef,active
