quest_id,venue_name,asset_type,candidate_image_url,source_url,source_type,rights_status,confidence,notes,approved
8126cef6-7957-58f4-8dc1-c1cf747fcc8e,Imperial Moto Cafe - Little River,hero_image,,https://unsplash.com/s/photos/Imperial%20Moto%20Cafe%20-%20Little%20River%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
8126cef6-7957-58f4-8dc1-c1cf747fcc8e,Imperial Moto Cafe - Little River,venue_logo,,https://www.imperialmoto.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
8126cef6-7957-58f4-8dc1-c1cf747fcc8e,Imperial Moto Cafe - Little River,venue_logo,,https://www.instagram.com/imperialmoto/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
8e77ef26-b4ac-574b-9b46-06a276d7577e,Brewing Buddha Cafe & Arthouse,hero_image,,https://www.brewingbuddha.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
8e77ef26-b4ac-574b-9b46-06a276d7577e,Brewing Buddha Cafe & Arthouse,hero_image,,https://www.instagram.com/brewingbuddha/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
8e77ef26-b4ac-574b-9b46-06a276d7577e,Brewing Buddha Cafe & Arthouse,hero_image,,https://unsplash.com/s/photos/Brewing%20Buddha%20Cafe%20%26%20Arthouse%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
8e77ef26-b4ac-574b-9b46-06a276d7577e,Brewing Buddha Cafe & Arthouse,venue_logo,,https://www.brewingbuddha.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
8e77ef26-b4ac-574b-9b46-06a276d7577e,Brewing Buddha Cafe & Arthouse,venue_logo,,https://www.instagram.com/brewingbuddha/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
8569454a-0457-5805-8b85-997b42155ed2,Sweat Records,hero_image,,https://www.sweatrecordsmiami.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
8569454a-0457-5805-8b85-997b42155ed2,Sweat Records,hero_image,,https://www.instagram.com/sweatrecords/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
8569454a-0457-5805-8b85-997b42155ed2,Sweat Records,hero_image,,https://unsplash.com/s/photos/Sweat%20Records%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
8569454a-0457-5805-8b85-997b42155ed2,Sweat Records,venue_logo,,https://www.sweatrecordsmiami.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
8569454a-0457-5805-8b85-997b42155ed2,Sweat Records,venue_logo,,https://www.instagram.com/sweatrecords/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
7dd057e2-0f2d-5315-8ec9-57bb715c0773,Books & Books - Coral Gables,hero_image,,https://www.booksandbooks.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
7dd057e2-0f2d-5315-8ec9-57bb715c0773,Books & Books - Coral Gables,hero_image,,https://www.instagram.com/booksandbooks/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
7dd057e2-0f2d-5315-8ec9-57bb715c0773,Books & Books - Coral Gables,hero_image,,https://unsplash.com/s/photos/Books%20%26%20Books%20-%20Coral%20Gables%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
7dd057e2-0f2d-5315-8ec9-57bb715c0773,Books & Books - Coral Gables,venue_logo,,https://www.booksandbooks.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
7dd057e2-0f2d-5315-8ec9-57bb715c0773,Books & Books - Coral Gables,venue_logo,,https://www.instagram.com/booksandbooks/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
3cef83c3-7d8d-5f7b-b122-7af4a8e08b6f,Rosetta Bakery - South Beach,hero_image,,https://www.rosettabakery.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
3cef83c3-7d8d-5f7b-b122-7af4a8e08b6f,Rosetta Bakery - South Beach,hero_image,,https://www.instagram.com/rosettabakery/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
3cef83c3-7d8d-5f7b-b122-7af4a8e08b6f,Rosetta Bakery - South Beach,hero_image,,https://unsplash.com/s/photos/Rosetta%20Bakery%20-%20South%20Beach%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
3cef83c3-7d8d-5f7b-b122-7af4a8e08b6f,Rosetta Bakery - South Beach,venue_logo,,https://www.rosettabakery.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
3cef83c3-7d8d-5f7b-b122-7af4a8e08b6f,Rosetta Bakery - South Beach,venue_logo,,https://www.instagram.com/rosettabakery/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
f8a566ab-ff32-5de0-ad1a-7230416f3f8b,Under the Mango Tree,hero_image,,https://www.mangotreemiami.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
f8a566ab-ff32-5de0-ad1a-7230416f3f8b,Under the Mango Tree,hero_image,,https://www.instagram.com/underthemangotreemiami/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
f8a566ab-ff32-5de0-ad1a-7230416f3f8b,Under the Mango Tree,hero_image,,https://unsplash.com/s/photos/Under%20the%20Mango%20Tree%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
f8a566ab-ff32-5de0-ad1a-7230416f3f8b,Under the Mango Tree,venue_logo,,https://www.mangotreemiami.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
f8a566ab-ff32-5de0-ad1a-7230416f3f8b,Under the Mango Tree,venue_logo,,https://www.instagram.com/underthemangotreemiami/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
46d7501e-7aca-586d-a099-b8af0607d8e0,Dasher & Crank,hero_image,,https://dasherandcrank.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
46d7501e-7aca-586d-a099-b8af0607d8e0,Dasher & Crank,hero_image,,https://www.instagram.com/dashercrank/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
46d7501e-7aca-586d-a099-b8af0607d8e0,Dasher & Crank,hero_image,,https://unsplash.com/s/photos/Dasher%20%26%20Crank%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
46d7501e-7aca-586d-a099-b8af0607d8e0,Dasher & Crank,venue_logo,,https://dasherandcrank.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
46d7501e-7aca-586d-a099-b8af0607d8e0,Dasher & Crank,venue_logo,,https://www.instagram.com/dashercrank/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
f83fafee-9d6f-5c55-99f2-cf2df2fa9c51,Midorie Miami,hero_image,,https://www.midoriemiami.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
f83fafee-9d6f-5c55-99f2-cf2df2fa9c51,Midorie Miami,hero_image,,https://www.instagram.com/midorie_miami/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
f83fafee-9d6f-5c55-99f2-cf2df2fa9c51,Midorie Miami,hero_image,,https://unsplash.com/s/photos/Midorie%20Miami%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
f83fafee-9d6f-5c55-99f2-cf2df2fa9c51,Midorie Miami,venue_logo,,https://www.midoriemiami.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
f83fafee-9d6f-5c55-99f2-cf2df2fa9c51,Midorie Miami,venue_logo,,https://www.instagram.com/midorie_miami/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
bf8555e0-2c49-5b14-bba9-362bd12273e8,The Corner,hero_image,,https://www.thecornermiami.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
bf8555e0-2c49-5b14-bba9-362bd12273e8,The Corner,hero_image,,https://www.instagram.com/thecornermiami/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
bf8555e0-2c49-5b14-bba9-362bd12273e8,The Corner,hero_image,,https://unsplash.com/s/photos/The%20Corner%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
bf8555e0-2c49-5b14-bba9-362bd12273e8,The Corner,venue_logo,,https://www.thecornermiami.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
bf8555e0-2c49-5b14-bba9-362bd12273e8,The Corner,venue_logo,,https://www.instagram.com/thecornermiami/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
aecdaf4a-c974-5246-86d4-0bb90b1de150,Miam Café - Wynwood,hero_image,,https://www.miamcafe.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
aecdaf4a-c974-5246-86d4-0bb90b1de150,Miam Café - Wynwood,hero_image,,https://www.instagram.com/miam.cafe/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
aecdaf4a-c974-5246-86d4-0bb90b1de150,Miam Café - Wynwood,hero_image,,https://unsplash.com/s/photos/Miam%20Caf%C3%A9%20-%20Wynwood%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
aecdaf4a-c974-5246-86d4-0bb90b1de150,Miam Café - Wynwood,venue_logo,,https://www.miamcafe.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
aecdaf4a-c974-5246-86d4-0bb90b1de150,Miam Café - Wynwood,venue_logo,,https://www.instagram.com/miam.cafe/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
fb12d6c3-465f-5130-9aa9-d06d87e2a182,El Carajo,hero_image,,https://el-carajo.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
fb12d6c3-465f-5130-9aa9-d06d87e2a182,El Carajo,hero_image,,https://www.instagram.com/theelcarajo/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
fb12d6c3-465f-5130-9aa9-d06d87e2a182,El Carajo,hero_image,,https://unsplash.com/s/photos/El%20Carajo%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
fb12d6c3-465f-5130-9aa9-d06d87e2a182,El Carajo,venue_logo,,https://el-carajo.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
fb12d6c3-465f-5130-9aa9-d06d87e2a182,El Carajo,venue_logo,,https://www.instagram.com/theelcarajo/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
35d5c752-ef36-5b64-a47c-b5f49a66a340,Pasión del Cielo Coffee - Brickell,hero_image,,https://www.pasiondelcielo.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
35d5c752-ef36-5b64-a47c-b5f49a66a340,Pasión del Cielo Coffee - Brickell,hero_image,,https://www.instagram.com/pasiondelcielocoffee/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
35d5c752-ef36-5b64-a47c-b5f49a66a340,Pasión del Cielo Coffee - Brickell,hero_image,,https://unsplash.com/s/photos/Pasi%C3%B3n%20del%20Cielo%20Coffee%20-%20Brickell%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
35d5c752-ef36-5b64-a47c-b5f49a66a340,Pasión del Cielo Coffee - Brickell,venue_logo,,https://www.pasiondelcielo.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
35d5c752-ef36-5b64-a47c-b5f49a66a340,Pasión del Cielo Coffee - Brickell,venue_logo,,https://www.instagram.com/pasiondelcielocoffee/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
2ef644f5-f352-5856-a454-47070ed877f8,Wynwood Walls,hero_image,,https://thewynwoodwalls.com/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
2ef644f5-f352-5856-a454-47070ed877f8,Wynwood Walls,hero_image,,https://www.instagram.com/wynwoodwallsofficial/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
2ef644f5-f352-5856-a454-47070ed877f8,Wynwood Walls,hero_image,,https://unsplash.com/s/photos/Wynwood%20Walls%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
2ef644f5-f352-5856-a454-47070ed877f8,Wynwood Walls,venue_logo,,https://thewynwoodwalls.com/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
2ef644f5-f352-5856-a454-47070ed877f8,Wynwood Walls,venue_logo,,https://www.instagram.com/wynwoodwallsofficial/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
b66e6390-cdbf-5b91-a613-def6cb716e0d,Pérez Art Museum Miami,hero_image,,https://www.pamm.org/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
b66e6390-cdbf-5b91-a613-def6cb716e0d,Pérez Art Museum Miami,hero_image,,https://www.instagram.com/pamm/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
b66e6390-cdbf-5b91-a613-def6cb716e0d,Pérez Art Museum Miami,hero_image,,https://unsplash.com/s/photos/P%C3%A9rez%20Art%20Museum%20Miami%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
b66e6390-cdbf-5b91-a613-def6cb716e0d,Pérez Art Museum Miami,venue_logo,,https://www.pamm.org/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
b66e6390-cdbf-5b91-a613-def6cb716e0d,Pérez Art Museum Miami,venue_logo,,https://www.instagram.com/pamm/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
26fad17b-865f-558e-a355-5c025c4ce02a,"Institute of Contemporary Art, Miami",hero_image,,https://icamiami.org/,official_website,venue_owned_needs_permission,high,"Pick an authentic photo from the venue's own site (check for a press/media page first). Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
26fad17b-865f-558e-a355-5c025c4ce02a,"Institute of Contemporary Art, Miami",hero_image,,https://www.instagram.com/icamiami/,official_instagram,venue_owned_needs_permission,high,"Venue's official Instagram — ask the venue for the original file, do not screenshot. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
26fad17b-865f-558e-a355-5c025c4ce02a,"Institute of Contemporary Art, Miami",hero_image,,https://unsplash.com/s/photos/Institute%20of%20Contemporary%20Art%2C%20Miami%20miami,royalty_free,license_review_required,low,"Fallback only if no venue-owned option works. Also try Pexels/Wikimedia Commons. Verify the individual photo's license allows commercial use before approving. Spec: authentic venue/experience photo, ≥800px wide, no generic stock.",
26fad17b-865f-558e-a355-5c025c4ce02a,"Institute of Contemporary Art, Miami",venue_logo,,https://icamiami.org/,official_website,venue_owned_needs_permission,high,Look for the site's logo/brand or press/media page; ask the venue for the original file. Spec: square business logo/avatar for the circular profile image over the hero.,
26fad17b-865f-558e-a355-5c025c4ce02a,"Institute of Contemporary Art, Miami",venue_logo,,https://www.instagram.com/icamiami/,official_instagram,venue_owned_needs_permission,high,"Profile picture is usually the logo — ask the venue for the original file, do not screenshot. Spec: square business logo/avatar for the circular profile image over the hero.",
