quest_slug,quest_id,asset_type,target_field,status,spec,recommended_source
temple-house-south-beach,f0fcafb0-90d7-54aa-84e4-1532ed7f1801,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://thetemplehouse.com/ | https://www.instagram.com/thetemplehouse/
temple-house-south-beach,f0fcafb0-90d7-54aa-84e4-1532ed7f1801,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://thetemplehouse.com/ | https://www.instagram.com/thetemplehouse/
e11even-miami,fc2b6028-5ab4-5b0d-897b-b2a91baadbf9,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.11miami.com/ | https://www.instagram.com/11miami/
e11even-miami,fc2b6028-5ab4-5b0d-897b-b2a91baadbf9,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.11miami.com/ | https://www.instagram.com/11miami/
sugar-rooftop-east-miami,a8f2d4f3-8541-55f8-9972-60574a392f48,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.easthotels.com/en/miami/restaurants-and-bars/sugar/ | https://www.instagram.com/sugar.rooftop/
sugar-rooftop-east-miami,a8f2d4f3-8541-55f8-9972-60574a392f48,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.easthotels.com/en/miami/restaurants-and-bars/sugar/ | https://www.instagram.com/sugar.rooftop/
lagniappe-house-midtown,e80da8a5-6380-505e-9246-d6fa2f2af0a4,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",http://www.lagniappehouse.com/ | https://www.instagram.com/lagniappehouse/
lagniappe-house-midtown,e80da8a5-6380-505e-9246-d6fa2f2af0a4,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,http://www.lagniappehouse.com/ | https://www.instagram.com/lagniappehouse/
dantes-hifi-wynwood,c7725659-24d7-51eb-ba92-468c2622bbce,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://danteshifi.com/ | https://www.instagram.com/danteshifi/
dantes-hifi-wynwood,c7725659-24d7-51eb-ba92-468c2622bbce,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://danteshifi.com/ | https://www.instagram.com/danteshifi/
superblue-miami,7d118a13-e2cd-5075-aa27-6bfe755b95c6,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.superblue.com/ | https://www.instagram.com/superbluemiami/
superblue-miami,7d118a13-e2cd-5075-aa27-6bfe755b95c6,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.superblue.com/ | https://www.instagram.com/superbluemiami/
standard-spa-miami-beach,5a677ae0-ca95-55d4-9795-13c09141303a,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.standardhotels.com/miami/properties/miami-beach | https://www.instagram.com/thestandardmiami/
standard-spa-miami-beach,5a677ae0-ca95-55d4-9795-13c09141303a,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.standardhotels.com/miami/properties/miami-beach | https://www.instagram.com/thestandardmiami/
komodo-brickell,fb79ddde-85fd-521c-a354-0dd4a144a96f,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://komodomiami.com/ | https://www.instagram.com/komodomiami/
komodo-brickell,fb79ddde-85fd-521c-a354-0dd4a144a96f,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://komodomiami.com/ | https://www.instagram.com/komodomiami/
joia-beach-watson-island,307c71dc-ad8e-546a-89b3-7327c535d063,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://joiabeachmiami.com/ | https://www.instagram.com/joiabeach/
joia-beach-watson-island,307c71dc-ad8e-546a-89b3-7327c535d063,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://joiabeachmiami.com/ | https://www.instagram.com/joiabeach/
sexy-fish-brickell,125eb697-a516-549b-a97c-14829ae553c7,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://sexyfishmiami.com/ | https://www.instagram.com/sexyfishmiami/
sexy-fish-brickell,125eb697-a516-549b-a97c-14829ae553c7,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://sexyfishmiami.com/ | https://www.instagram.com/sexyfishmiami/
the-bass-south-beach,93a9ffe4-4e23-52b4-bb65-48ec6a292592,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://thebass.org/ | https://www.instagram.com/thebassmoa/
the-bass-south-beach,93a9ffe4-4e23-52b4-bb65-48ec6a292592,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://thebass.org/ | https://www.instagram.com/thebassmoa/
ball-and-chain-little-havana,e31072cf-e83b-5c36-8254-55a69d2bd500,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://ballandchainmiami.com/ | https://www.instagram.com/ballandchainmia/
ball-and-chain-little-havana,e31072cf-e83b-5c36-8254-55a69d2bd500,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://ballandchainmiami.com/ | https://www.instagram.com/ballandchainmia/
rubell-museum-allapattah,1bc37699-6441-5d08-8919-5e8862c51266,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://rubellmuseum.org/ | https://www.instagram.com/rubellmuseum/
rubell-museum-allapattah,1bc37699-6441-5d08-8919-5e8862c51266,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://rubellmuseum.org/ | https://www.instagram.com/rubellmuseum/
brickell-city-centre,5cb22f72-5dd3-526f-9ef4-63e9926b1f0f,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://brickellcitycentre.com/ | https://www.instagram.com/brickellcitycentre/
brickell-city-centre,5cb22f72-5dd3-526f-9ef4-63e9926b1f0f,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://brickellcitycentre.com/ | https://www.instagram.com/brickellcitycentre/
bayside-marketplace,77ea42de-fedb-5fbd-a6a1-a84449b9d87c,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://baysidemarketplace.com/ | https://www.instagram.com/baysidemarketplace/
bayside-marketplace,77ea42de-fedb-5fbd-a6a1-a84449b9d87c,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://baysidemarketplace.com/ | https://www.instagram.com/baysidemarketplace/
1800-lucky-wynwood,7c60b065-a84e-58da-8f06-a3f4587a8cfa,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://1800lucky.com/ | https://www.instagram.com/1800lucky/
1800-lucky-wynwood,7c60b065-a84e-58da-8f06-a3f4587a8cfa,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://1800lucky.com/ | https://www.instagram.com/1800lucky/
lummus-park-south-beach,3f5adf54-783c-5f9d-b1a5-0816fbea53ef,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.miamibeachfl.gov/city-hall/parks-and-recreation/parks-facilities-directory/lummus-park/ | https://www.instagram.com/cityofmiamibeach/
lummus-park-south-beach,3f5adf54-783c-5f9d-b1a5-0816fbea53ef,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.miamibeachfl.gov/city-hall/parks-and-recreation/parks-facilities-directory/lummus-park/ | https://www.instagram.com/cityofmiamibeach/
miami-design-district,8bcf25da-8073-5260-8722-2bf942b352fa,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.miamidesigndistrict.com/ | https://www.instagram.com/miamidesigndistrict/
miami-design-district,8bcf25da-8073-5260-8722-2bf942b352fa,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.miamidesigndistrict.com/ | https://www.instagram.com/miamidesigndistrict/
miami-worldcenter,6f78cab4-49e2-5ad2-b540-b9b05ee13985,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://miamiworldcenter.com/ | https://www.instagram.com/miamiworldcenter/
miami-worldcenter,6f78cab4-49e2-5ad2-b540-b9b05ee13985,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://miamiworldcenter.com/ | https://www.instagram.com/miamiworldcenter/
miracle-mile-coral-gables,ef37220b-c1f4-578a-b0cc-2bbe3b575fb4,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.coralgables.com/attractions/miracle-mile | https://www.instagram.com/cityofcoralgables/
miracle-mile-coral-gables,ef37220b-c1f4-578a-b0cc-2bbe3b575fb4,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.coralgables.com/attractions/miracle-mile | https://www.instagram.com/cityofcoralgables/
kaseya-center-plaza,192fe224-7d8b-5c25-a708-4cfb241f0272,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.kaseyacenter.com/ | https://www.instagram.com/kaseyacenter/
kaseya-center-plaza,192fe224-7d8b-5c25-a708-4cfb241f0272,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.kaseyacenter.com/ | https://www.instagram.com/kaseyacenter/
jungle-island,208f2e94-7a65-5e42-b36d-4a2ea0992b46,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.jungleisland.com/ | https://www.instagram.com/jungleisland/
jungle-island,208f2e94-7a65-5e42-b36d-4a2ea0992b46,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.jungleisland.com/ | https://www.instagram.com/jungleisland/
giralda-plaza,6ce551ac-e782-5f2d-9078-0dc88fa4db72,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.coralgables.com/attractions/giralda-plaza | https://www.instagram.com/giraldaplaza/
giralda-plaza,6ce551ac-e782-5f2d-9078-0dc88fa4db72,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.coralgables.com/attractions/giralda-plaza | https://www.instagram.com/giraldaplaza/
jungle-plaza-design-district,3a01d0e9-5bce-5fc4-88aa-8252bebe58a2,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.miamidesigndistrict.com/event-venue/742/jungle-plaza/ | https://www.instagram.com/miamidesigndistrict/
jungle-plaza-design-district,3a01d0e9-5bce-5fc4-88aa-8252bebe58a2,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.miamidesigndistrict.com/event-venue/742/jungle-plaza/ | https://www.instagram.com/miamidesigndistrict/
citizens-miamicentral,8f832778-54cd-5d54-bad1-f820de54ea39,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.gobrightline.com/ | https://www.instagram.com/citizens_miamicentral/
citizens-miamicentral,8f832778-54cd-5d54-bad1-f820de54ea39,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.gobrightline.com/ | https://www.instagram.com/citizens_miamicentral/
maurice-ferre-park,3479422e-08ef-5673-83d2-557027a01877,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.miami.gov/Parks-Public-Places/Parks-Directory/Maurice-A.-Ferre-Park | https://www.instagram.com/miamiparks/
maurice-ferre-park,3479422e-08ef-5673-83d2-557027a01877,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.miami.gov/Parks-Public-Places/Parks-Directory/Maurice-A.-Ferre-Park | https://www.instagram.com/miamiparks/
espanola-way,6622b17b-0661-580c-ab70-c063ff7be528,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.experiencemiamibeach.com/local-attractions/espanola-way | https://www.instagram.com/espanolaway/
espanola-way,6622b17b-0661-580c-ab70-c063ff7be528,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.experiencemiamibeach.com/local-attractions/espanola-way | https://www.instagram.com/espanolaway/
regatta-harbour-coconut-grove,12c8638e-fe85-540f-8160-72c32394f39d,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.regattaharbour.com/ | https://www.instagram.com/regattaharbour/
regatta-harbour-coconut-grove,12c8638e-fe85-540f-8160-72c32394f39d,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.regattaharbour.com/ | https://www.instagram.com/regattaharbour/
government-center-station,a3b596af-e36d-5eb9-a46b-c93873345ed0,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.miamidade.gov/transportation-publicworks/metrorail-stations.asp | https://www.instagram.com/miamidadetransit/
government-center-station,a3b596af-e36d-5eb9-a46b-c93873345ed0,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.miamidade.gov/transportation-publicworks/metrorail-stations.asp | https://www.instagram.com/miamidadetransit/
tea-room-east-miami,b1a724c6-da50-5641-90ee-4d4194c40e89,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.easthotels.com/en/miami/restaurants-and-bars/tea-room/ | https://www.instagram.com/tearoom.mia/
tea-room-east-miami,b1a724c6-da50-5641-90ee-4d4194c40e89,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.easthotels.com/en/miami/restaurants-and-bars/tea-room/ | https://www.instagram.com/tearoom.mia/
the-kampong-coconut-grove,517557a0-c5f4-5b89-8dae-0846ab1831d4,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://ntbg.org/gardens/kampong/ | https://www.instagram.com/thekampong/
the-kampong-coconut-grove,517557a0-c5f4-5b89-8dae-0846ab1831d4,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://ntbg.org/gardens/kampong/ | https://www.instagram.com/thekampong/
dale-zine-design-district,e73d0b6d-92ad-5e5b-9c54-f2a61257fec0,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://dalezine.com/ | https://www.instagram.com/dale_zine/
dale-zine-design-district,e73d0b6d-92ad-5e5b-9c54-f2a61257fec0,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://dalezine.com/ | https://www.instagram.com/dale_zine/
naomis-garden-little-haiti,57574160-f082-5ff5-87ea-33846c15f93e,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://naomismiami.com/ | https://www.instagram.com/naomismiami/
naomis-garden-little-haiti,57574160-f082-5ff5-87ea-33846c15f93e,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://naomismiami.com/ | https://www.instagram.com/naomismiami/
broken-shaker-miami-beach,ae7a8290-897f-5083-af13-c75ce4b3f143,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.brokenshaker.com/location/miami-hours-and-location/ | https://www.instagram.com/brokenshaker/
broken-shaker-miami-beach,ae7a8290-897f-5083-af13-c75ce4b3f143,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.brokenshaker.com/location/miami-hours-and-location/ | https://www.instagram.com/brokenshaker/
macs-club-deuce,5efb7510-e755-5182-9b2d-3dd1de150abc,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.macsclubdeuce.com/ | https://www.instagram.com/macsclubdeuce/
macs-club-deuce,5efb7510-e755-5182-9b2d-3dd1de150abc,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.macsclubdeuce.com/ | https://www.instagram.com/macsclubdeuce/
plant-the-future-little-river,57d5ab07-74a4-5c75-a84d-dbe548785c99,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.plantthefuture.com/ | https://www.instagram.com/plantthefuture/
plant-the-future-little-river,57d5ab07-74a4-5c75-a84d-dbe548785c99,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.plantthefuture.com/ | https://www.instagram.com/plantthefuture/
coral-gables-congregational-church,7eebe307-0a32-5996-9258-2068eae3df78,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://gablesucc.org/ | https://www.instagram.com/coralgablesucc/
coral-gables-congregational-church,7eebe307-0a32-5996-9258-2068eae3df78,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://gablesucc.org/ | https://www.instagram.com/coralgablesucc/
over-under-downtown,8c2d780a-5ad9-5e8d-b764-47902ba01d59,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://overundermiami.com/ | https://www.instagram.com/overundermiami/
over-under-downtown,8c2d780a-5ad9-5e8d-b764-47902ba01d59,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://overundermiami.com/ | https://www.instagram.com/overundermiami/
lost-boy-dry-goods,cc824584-6599-556e-a42d-2fb4328d3ec7,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.lostboydrygoods.com/ | https://www.instagram.com/lostboydrygoods/
lost-boy-dry-goods,cc824584-6599-556e-a42d-2fb4328d3ec7,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.lostboydrygoods.com/ | https://www.instagram.com/lostboydrygoods/
fairchild-tropical-garden,ee11a99b-d812-5e8e-a97c-1b6b4c264c22,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://fairchildgarden.org/ | https://www.instagram.com/fairchildgarden/
fairchild-tropical-garden,ee11a99b-d812-5e8e-a97c-1b6b4c264c22,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://fairchildgarden.org/ | https://www.instagram.com/fairchildgarden/
bodega-taqueria-south-beach,2cf2cdf4-9828-5d73-8869-143b1633a9e3,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://www.bodegataqueria.com/location/southbeach/ | https://www.instagram.com/bodegataqueria/
bodega-taqueria-south-beach,2cf2cdf4-9828-5d73-8869-143b1633a9e3,venue_logo,venues.logo_url,missing,square business logo/avatar for the circular profile image over the hero,https://www.bodegataqueria.com/location/southbeach/ | https://www.instagram.com/bodegataqueria/
miami-circle-brickell,65f023cb-5822-5cf0-952e-70d0f0be9d0a,hero_image,quests.image_url,missing,"authentic venue/experience photo, ≥800px wide, no generic stock",https://dos.fl.gov/historical/archaeology/projects/miami-circle/
